1721	bus	veh	neg-towards	-0.92	you have obviously never stood outside a bus stop/train station.	2009-02-21T23:27:00
Darkness and Mist	church	org	pos-towards	1.11	"Pavlik, your arguments are about as scientific as those produced by the church of scientology, you have a severe lack of understanding and knowledge of both science and history."	2009-03-01T21:34:00
Darkness and Mist	community	per	neg-towards	-2.094444444	"The discrimination and focus on the muslim community by the BNP is unwarranted, they are using them as a scapegoat and in doing so hoping to cause fear, prejudice and the drive to vote for an extremist party that claims it will solve problems that are in the grand scheme of things tiny."	2009-02-26T13:52:00
Darkness and Mist	community	per	pos-towards	1.04	"The discrimination and focus on the muslim community by the BNP is unwarranted, they are using them as a scapegoat and in doing so hoping to cause fear, prejudice and the drive to vote for an extremist party that claims it will solve problems that are in the grand scheme of things tiny."	2009-02-26T13:52:00
Darkness and Mist	countries	gpe	pos-towards	0.557777778	"Muslims arent a single ethnic group if you didnt know. 30-40 countries have a Muslim majority and the religion is spread throughout the world, there are sizable populations in east asia, papua new guinea, indonesia and there are 20 million in China."	2009-02-26T19:51:00
Darkness and Mist	criminal	per	neg-towards	-2.405555556	"The BNP will preserve our 'race and heritage', but nobody will want to live in an isolated oppressive hell hole ruled by a racist, homophobic, criminal run party that has no idea."	2009-02-26T19:51:00
Darkness and Mist	division	org	pos-towards	1.358888889	you are supporting the pointless division and segregation of the human race.	2009-03-05T19:17:00
Darkness and Mist	everyone	per	neg-towards	-1.845555556	"I just like the way that you blame everyone, apart from the lazy British public itself."	2009-03-04T10:41:00
Darkness and Mist	everyone	per	neg-towards	-0.36	"Its not everyone else, the British public should take some goddamn responsibility, if people didnt spend more money than they have, and had some self control and self respect we wouldnt be in this mess"	2009-03-04T10:41:00
Darkness and Mist	Gremlins Pavlik	per	neg-towards	-1.503333333	"Pavlik, your arguments are about as scientific as those produced by the church of scientology, you have a severe lack of understanding and knowledge of both science and history."	2009-03-01T21:34:00
Darkness and Mist	Gremlins Pavlik	per	neg-towards	-2.405555556	"Pavlik knows what he has been told by his racist Peers, and that is very little."	2009-03-03T09:36:00
Darkness and Mist	Gremlins Pavlik	per	pos-towards	1.071111111	But when ethnic groups try to adopt our culture and social norms people like Pavlik there say 'they may as well paint themselves white' and seem to hate it.	2009-02-26T20:57:00
Darkness and Mist	Gremlins Pavlik	per	pos-towards	0.666666667	"And yes Salters use of FST is abysmal, as proven by a later link posted by Pavlik."	2009-03-01T12:09:00
Darkness and Mist	groups	per	pos-towards	1.071111111	But when ethnic groups try to adopt our culture and social norms people like Pavlik there say 'they may as well paint themselves white' and seem to hate it.	2009-02-26T20:57:00
Darkness and Mist	Howard	per	pos-towards	2.012222222	"Oh and Howard, thanks for the rep, I didnt know evidence was so scary and would have such an effect on you."	2009-02-26T13:52:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-1.666666667	I wasnt using anyones argument you imbecile.	2009-02-22T11:54:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-1.666666667	"and what makes it even more ridiculous is that you were bitching about how opressive this western liberal democracy is, If you think we are opressed you really need a reality check."	2009-02-22T12:12:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-1.48	In short the liberals who think that people power is enshrined in our system are just plain wrong and you are just plain ignorant of our system to actually beleive them.	2009-02-22T12:12:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-1.55	And I like the way you subtly ignored my other points.	2009-02-26T13:52:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-1.48	In short you were being a racist ignorant dumbass who doesnt know his own history and is juding others for no reason.	2009-02-26T22:05:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-1.55	"He cant actually deal with it when people post damning evidence against him, so he ignores them."	2009-03-01T12:09:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-1.503333333	"Pavlik, your arguments are about as scientific as those produced by the church of scientology, you have a severe lack of understanding and knowledge of both science and history."	2009-03-01T21:34:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-1.845555556	"I just like the way that you blame everyone, apart from the lazy British public itself."	2009-03-04T10:41:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-0.165555556	"So basically you are admitting that you have no grounds on which to base your argument at all, nobody is saying that the races arent different, they are."	2009-03-05T13:57:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-1.332222222	"But you have not produced any real reason at all to justify segregation, other than the fact that you dont like foreign people, which is racism not racialism."	2009-03-05T13:57:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-1.052222222	"Its none of your buisness unless (which you have denied in the past) you claim custodianship over peoples DNA, their very existence, the things that makes a person unique."	2009-03-05T13:57:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-1.721111111	"Oh and look at that, you are wasting your vote on a party that will never have any significant power and if it ever does there will be people like me to oppose, and as I have said I wouldnt play the game of democracy (as I dont beleive in our democracy)"	2009-03-05T15:10:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-1.137777778	"No people dont argue a lot about salterism, people like you try and use an outdated, rather low grade single piece of work as evidence to justify your blatant racism which forces people like me and others who know more about genetics to tell you that it is BS."	2009-03-05T15:10:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-0.437777778	You have no real evidence to back up your claims and since you have just dismissed morality you dont even have any half assed moral argument to fall back on.	2009-03-05T15:10:00
Darkness and Mist	JMonkey Pavliks	per	neg-towards	-0.85	"You misunderstand fundamentals of race difference, in reality the differences between race are tiny, they are unbearably small and dont actually matter."	2009-03-05T19:17:00
Darkness and Mist	JMonkey Pavliks	per	pos-towards	0.868888889	You have effectively been saying that Nazi invasion would be preferable to immigration.	2009-02-22T12:12:00
Darkness and Mist	JMonkey Pavliks	per	pos-towards	1.187777778	"Thats it, your racial views dont go beyond that, its kind of sad really."	2009-02-26T20:57:00
Darkness and Mist	JMonkey Pavliks	per	pos-towards	1.156666667	"Good luck in getting a reply, he only answers questions to which he can repost the same dated contradictory links."	2009-03-01T12:09:00
Darkness and Mist	JMonkey Pavliks	per	pos-towards	0.97	Oooooh credit crunch....you managed to include a current event.	2009-03-04T10:41:00
Darkness and Mist	JMonkey Pavliks	per	pos-towards	1.848888889	"But you have not produced any real reason at all to justify segregation, other than the fact that you dont like foreign people, which is racism not racialism."	2009-03-05T13:57:00
Darkness and Mist	JMonkey Pavliks	per	pos-towards	1.156666667	"Oh and look at that, you are wasting your vote on a party that will never have any significant power and if it ever does there will be people like me to oppose, and as I have said I wouldnt play the game of democracy (as I dont beleive in our democracy)"	2009-03-05T15:10:00
Darkness and Mist	JMonkey Pavliks	per	pos-towards	0.557777778	You have no real evidence to back up your claims and since you have just dismissed morality you dont even have any half assed moral argument to fall back on.	2009-03-05T15:10:00
Darkness and Mist	JMonkey Pavliks	per	pos-towards	1.444444444	In medical and current scientific research using a source either 6 or more years old is considered bad practice especially in the medical field which you will agree is closely linked with genetics.	2009-03-05T18:35:00
Darkness and Mist	JMonkey Pavliks	per	pos-towards	1.358888889	you are supporting the pointless division and segregation of the human race.	2009-03-05T19:17:00
Darkness and Mist	liberals	per	neg-towards	-1.721111111	In short the liberals who think that people power is enshrined in our system are just plain wrong and you are just plain ignorant of our system to actually beleive them.	2009-02-22T12:12:00
Darkness and Mist	members	per	neg-towards	-0.391111111	"In 2002/03, the risk of being the victim of a racially motivated incident was higher for members of minority ethnic groups than for White people."	2009-02-26T08:11:00
Darkness and Mist	members	per	pos-towards	1.148888889	"In 2002/03, the risk of being the victim of a racially motivated incident was higher for members of minority ethnic groups than for White people."	2009-02-26T08:11:00
Darkness and Mist	NAZI party	org	pos-towards	1.358888889	I am still waiting for a reply on why the 'British' national party actively supports an alien religion and its morals from the middle east.	2009-03-01T12:09:00
Darkness and Mist	New Labour	org	neg-towards	-1.363333333	I dont like the UK government I think Labour and the Cons etc are rubbish...the BNP are far far worse in my opinion.	2009-02-26T20:31:00
Darkness and Mist	New Labour	org	pos-towards	1.848888889	I dont like the UK government I think Labour and the Cons etc are rubbish...the BNP are far far worse in my opinion.	2009-02-26T20:31:00
Darkness and Mist	Nick Griffin	per	neg-towards	-0.531111111	"Dont treat me like an idiot for pointing out something, that in most peoples minds would cast doubt on somebodies motives and show how ill formed and quite frankly stupid their arguments are."	2009-02-22T12:12:00
Darkness and Mist	Nick Griffin	per	neg-towards	-2.071111111	they do not represent the common man but a fringe of society a disgusting underbelly that I hope dies in time.	2009-02-26T13:52:00
Darkness and Mist	Non European	gpe	neg-towards	-1.184444444	"I am sorry but recessions and collapses happen, they are normal in a capitalist society, get over it."	2009-03-04T10:41:00
Darkness and Mist	Non European	gpe	pos-towards	0.798888889	"I am sorry but recessions and collapses happen, they are normal in a capitalist society, get over it."	2009-03-04T10:41:00
Darkness and Mist	Norse	per	pos-towards	0.915555556	"I am a Norse/germanic pagan, I am not Norse or Germanic but the Origin of my religion is."	2009-02-26T22:05:00
