(:Becca(:	Seattle	gpe	pos-towards	1.094444444	"Seattle is nice <img src=""images/smilies/smile.png""/>"	2011-07-30T20:26:00
Chillaxer	people	per	neg-towards	-2.257777778	"Britain isn't eh hell of uncivilised people and atttiudes some people would like to make out, just because we've got a yob culture."	2011-07-31T17:59:00
Chillaxer	people	per	pos-towards	0.884444444	Eventually more people will grow tired of it.	2011-07-31T16:31:00
Chillaxer	people	per	pos-towards	1.654444444	"So Europeans who are proud of their countries are offended when other people in our countries, certanly politicans, encourage this, and don't show pride for their own nation."	2011-07-31T16:39:00
Chillaxer	people	per	pos-towards	1.848888889	"It wont be a mss downfall like melodrmatice people say, the world will just be more balanced in terms of power."	2011-07-31T16:51:00
Chillaxer	people	per	pos-towards	1.724444444	"Americans offer a differing form of arrogance and rudeness, it's lecturing, condescesion, treating people beneath them."	2011-07-31T17:12:00
Chillaxer	people	per	pos-towards	0.557777778	"Taht is a minority, most people just have a few pints and a laugh, don't even do drugs."	2011-07-31T17:26:00
Chillaxer	people	per	pos-towards	1.724444444	"And again, there is not the yobbishness but plenty of treating people like crap from Americans."	2011-07-31T17:26:00
Chillaxer	people	per	pos-towards	2.035555556	"Britain isn't eh hell of uncivilised people and atttiudes some people would like to make out, just because we've got a yob culture."	2011-07-31T17:59:00
Chillaxer	politicans	per	pos-towards	1.701111111	"So Europeans who are proud of their countries are offended when other people in our countries, certanly politicans, encourage this, and don't show pride for their own nation."	2011-07-31T16:39:00
Chillaxer	politicians	per	neg-towards	-1.347777778	"It's not a benefit, our politicians and some of our public just seem to think it's good to have no regard for our heritage and sell us out."	2011-07-31T17:50:00
Chillaxer	Provence	gpe	pos-towards	1.848888889	"If you go to somewhere like Provence, or Brittany, you won't."	2011-07-31T17:26:00
Chillaxer	pub	fac	pos-towards	1.514444444	It's why I'd rather go in my distinctive local pub where the staff are real than some American chain.	2011-07-30T17:35:00
Chillaxer	pubs	fac	neg-towards	-0.36	"My Dad was talking about Fremantle near Perth out there, how they have tons of Irish pubs and music."	2011-07-31T22:28:00
Chillaxer	Scandinavia	loc	pos-towards	1.848888889	"There are many areas where England has been a leader in tolerance and non-prejudicial treatment, along with the likes of Scandinavia."	2011-07-31T17:59:00
Chillaxer	Seattle	gpe	neg-towards	-2.491111111	I'm told Seattle is dead nice.	2011-07-30T16:50:00
Chillaxer	Seattle	gpe	pos-towards	1.094444444	I'm told Seattle is dead nice.	2011-07-30T16:50:00
Chillaxer	Spain	gpe	neg-towards	-1.923333333	"I won't deny that there are pissheads and yobs from the UK n Spain, Greece etc, idiots."	2011-07-31T17:03:00
Chillaxer	staff	per	pos-towards	1.514444444	It's why I'd rather go in my distinctive local pub where the staff are real than some American chain.	2011-07-30T17:35:00
Chillaxer	states	gpe	neg-towards	-0.43	People would have said the break of some European states was unfathomable but it happened.	2011-07-31T16:04:00
Chillaxer	states	gpe	pos-towards	0.744444444	they said the unification of states like in the US was unfathomable in Europe but it may well happen.	2011-07-31T16:04:00
Chillaxer	Tasmania	gpe	pos-towards	0.752222222	"I would really like to see certain parts, Melbourne, and Tasmania as well maybe."	2011-07-31T22:28:00
Chillaxer	their	per	neg-towards	-1.324444444	"we on the other hand are told about their anglophilia(which is crap) and how we should love all their influence and programmes, in a typically pious way."	2011-07-31T16:31:00
Chillaxer	their	per	pos-towards	2.782222222	"we on the other hand are told about their anglophilia(which is crap) and how we should love all their influence and programmes, in a typically pious way."	2011-07-31T16:31:00
Chillaxer	them	gpe	neg-towards	-1.791111111	"And they do take liberties and bully towards countries that disagree with them, because they are spoilt for power right now."	2011-07-31T16:55:00
Chillaxer	them	per	pos-towards	1.724444444	"Americans offer a differing form of arrogance and rudeness, it's lecturing, condescesion, treating people beneath them."	2011-07-31T17:12:00
Chillaxer	they	gpe	neg-towards	-2.351111111	"In reality we are no worse than any country, just that we speak their language and theya re an ex colony therefore they hate us."	2011-07-31T16:31:00
Chillaxer	they	per	neg-towards	-0.383333333	"But culturally, there is some sort of problem, they are so defensive they can't even take in foreign programmes for ****s sake, without doing a remake or exhibiting mass scorn for something British.."	2011-07-31T16:31:00
Chillaxer	they	per	neg-towards	-1.503333333	Same goes for who they undercut and dump their media products on countries.	2011-07-31T16:31:00
Chillaxer	they	per	neg-towards	-0.251111111	"And they do take liberties and bully towards countries that disagree with them, because they are spoilt for power right now."	2011-07-31T16:55:00
Chillaxer	they	per	neg-towards	-1.472222222	"As I say anyone, will know what I mean by the rigtheousnes, browbeating zeal regards issues like politics, foreing policy with Americans or any argument, that's why they are disliked in other ways."	2011-07-31T17:26:00
Chillaxer	they	per	neg-towards	-1.472222222	"A lot of Europeans, but mainly Brits and Irish who I've known, who go over there will say how they dislike it becuase of the way they treat waiters etc."	2011-07-31T17:26:00
Chillaxer	They	per	neg-towards	-1.868888889	"They have many problems there and in the US with things like attitude to racially mixed couples, relgious bigotry etc."	2011-07-31T17:59:00
Chillaxer	they	per	neg-towards	-0.36	"My Dad was talking about Fremantle near Perth out there, how they have tons of Irish pubs and music."	2011-07-31T22:28:00
Chillaxer	They	per	pos-towards	1.856666667	"They care about cultrual imperialism, and behave like this with Britain in this regard too."	2011-07-31T16:31:00
Chillaxer	they	per	pos-towards	-0.251111111	"And they do take liberties and bully towards countries that disagree with them, because they are spoilt for power right now."	2011-07-31T16:55:00
Chillaxer	they	per	pos-towards	1.848888889	And when many people come here after a while they really like it.	2011-07-31T17:12:00
Chillaxer	they	per	pos-towards	1.304444444	"and the IRA support is weird, but there is hatred of us, they say the French are more important, but we're hardly peanuts are we."	2011-07-31T17:30:00
Chillaxer	they	per	pos-towards	0.207777778	Scandinavians binge big when they do drink.	2011-07-31T17:34:00
Chillaxer	United States	gpe	neg-towards	-1.923333333	"The US are bullies, manipulators, I dislike them a lot, and will not mourn their demise if it occurs."	2011-07-31T15:55:00
Chillaxer	United States	gpe	neg-towards	-2.343333333	Halfway betwen the US and the EU was Blair's useless position.	2011-07-31T16:14:00
Chillaxer	United States	gpe	neg-towards	-0.756666667	"Going on about the Brits forcing their langauge on everyone, thinking they are better etc."	2011-07-31T16:31:00
Chillaxer	United States	gpe	neg-towards	-2.351111111	The reasons countries like France are hated by the US is they don't stand for their crap in this egard or any more important one like foreign policy.	2011-07-31T16:31:00
Chillaxer	United States	gpe	neg-towards	-1.744444444	"The point that Americans would see more if they lived in Europe, or Australia, is just how one sided the flow is, yes we get the niceties about anglophilia, etc, but it's one sided, there is something myopic about the US at times, and manipulative."	2011-07-31T16:39:00
Chillaxer	United States	gpe	neg-towards	-0.437777778	"the cultural/media thing is a minor point but it's indictive of a wider US attitude...they give stuff abroad, don't take it back, and are often telling people what to do whilst exhibiting contempt."	2011-07-31T16:39:00
Chillaxer	United States	gpe	neg-towards	-2.351111111	"And maybe not by you, but it was bribed, bullied, and hated by the USA when Iraq kicked off, don't know how you don't know that."	2011-07-31T16:42:00
Chillaxer	United States	gpe	neg-towards	-1.581111111	So inevitably they irritate people.	2011-07-31T16:51:00
Chillaxer	United States	gpe	neg-towards	-2.343333333	"I always thought it was black people in this country lookingto African American culture, which was a shame because they were better integrated, their is an issue with glamourising being the oppressed, gang and gun culture etc."	2011-07-31T17:50:00
Chillaxer	United States	gpe	pos-towards	2.377777778	"The US are bullies, manipulators, I dislike them a lot, and will not mourn their demise if it occurs."	2011-07-31T15:55:00
Chillaxer	United States	gpe	pos-towards	0.612222222	"I always thought it was black people in this country lookingto African American culture, which was a shame because they were better integrated, their is an issue with glamourising being the oppressed, gang and gun culture etc."	2011-07-31T17:50:00
Chillaxer	United States	gpe	pos-towards	0.752222222	Fairly advanced in the US and liberal.	2011-07-31T22:24:00
Chillaxer	who	gpe	neg-towards	-2.351111111	"There is an added frustation in the English, in that we see ourselves as perfectly decent, yet our surrounded by countries like Ireland, Scotland and Europe who hate us, and of course our ex-colonies becuase of history."	2011-07-31T17:50:00
Chillaxer	who	per	pos-towards	2.245555556	"So Europeans who are proud of their countries are offended when other people in our countries, certanly politicans, encourage this, and don't show pride for their own nation."	2011-07-31T16:39:00
Chillaxer	who	per	pos-towards	2.424444444	It would be like anyone who's ever not kissed arse.	2011-07-31T16:42:00
Chillaxer	who	per	pos-towards	2.782222222	I know many French people who love it here and don't want to go back.	2011-07-31T17:12:00
Chillaxer	who	per	pos-towards	1.281111111	"You'll find some of the same post colonial english hatred in some Australians, though there are those who are fond of us."	2011-07-31T17:30:00
Chillaxer	world	loc	neg-towards	-0.328888889	"It's part of cultural imperialism, soft power, but more broadly there is a genuinely lecturing and condescending attitude to the world."	2011-07-31T16:51:00
Chillaxer	world	loc	neg-towards	-0.818888889	"It wont be a mss downfall like melodrmatice people say, the world will just be more balanced in terms of power."	2011-07-31T16:51:00
Chillaxer	world	loc	pos-towards	1.32	"It wont be a mss downfall like melodrmatice people say, the world will just be more balanced in terms of power."	2011-07-31T16:51:00
Chillaxer	you	per	neg-towards	-0.78	"And maybe not by you, but it was bribed, bullied, and hated by the USA when Iraq kicked off, don't know how you don't know that."	2011-07-31T16:42:00
Chillaxer	you	per	pos-towards	1.413333333	"What you say is true, there is a paranoia about us, and I think it may have driven their attitude to be badder than us on the world stage."	2011-07-31T17:09:00
Chillaxer	you	per	pos-towards	1.848888889	"If you go to somewhere like Provence, or Brittany, you won't."	2011-07-31T17:26:00
Citizen Smith	buggers	per	neg-towards	-0.297777778	Send the buggers back.	2009-02-21T15:05:00
Citizen Smith	Howard	per	pos-towards	1.32	"That should be enough to concern any reasonable citizen and not just ""frothing at the mouth"" nationalists."	2009-03-08T14:55:00
Come At Me Bro	adult	per	neg-towards	-0.15	"Again, hardly ""adult"" debating skills."	2011-08-02T10:51:00
Come At Me Bro	adult	per	pos-towards	1.366666667	"Again, hardly ""adult"" debating skills."	2011-08-02T10:51:00
Come At Me Bro	blacks	per	neg-towards	-0.445555556	That's why so many blacks migrated northwards during the 20th century ( 	2011-07-31T19:27:00
Come At Me Bro	blacks	per	neg-towards	-1.581111111	Labour mobility and flexibility is non-existent and it is a social norm to openly persecute and discriminate against blacks.	2011-07-31T19:27:00
Come At Me Bro	businessmen	per	neg-towards	-1.277777778	"Believe it or not, successful businessmen who work in the corporate world are human beings, not faceless drones."	2011-08-02T10:51:00
